pedido_id,fecha,cliente_id,producto_id,nombre_producto,categoria,unidades,precio_unitario,importe_total
P7949,2024-05-27,C007,F002,Amoxicilina,antibiótico,19,0.3,5.7
P7950,2021-06-01,C107,F003,Ventolin,broncodilatador,106,4.75,503.5
P7951,2021-01-10,C031,F002,Amoxicilina,antibiótico,9,0.3,2.7
P7952,2021-01-13,C130,F002,Amoxicilina,antibiótico,55,0.3,16.5
P7953,2022-10-14,C144,F001,Insulina Lantus,hormona,61,22.0,1342.0
P7954,2021-05-21,C066,F001,Insulina Lantus,hormona,75,22.0,1650.0
P7955,2022-11-25,C174,F004,Remdesivir,antiviral,82,400.0,32800.0
P7956,2022-03-30,C023,F001,Insulina Lantus,hormona,48,22.0,1056.0
P7957,2021-05-04,C043,F002,Amoxicilina,antibiótico,31,0.3,9.3
P7958,2022-09-15,C187,F002,Amoxicilina,antibiótico,82,0.3,24.6
P7959,2021-04-19,C051,F007,Metformina,antidiabético,28,0.18,5.04
P7960,2024-12-20,C078,F003,Ventolin,broncodilatador,70,4.75,332.5
P7961,2024-10-14,C122,F005,Paracetamol,analgésico,25,0.15,3.75
P7962,2023-08-25,C088,F002,Amoxicilina,antibiótico,121,0.3,36.3
P7963,2023-07-16,C063,F003,Ventolin,broncodilatador,1,4.75,4.75
P7964,2021-12-23,C077,F003,Ventolin,broncodilatador,17,4.75,80.75
P7965,2024-07-12,C185,F004,Remdesivir,antiviral,105,400.0,42000.0
P7966,2021-12-24,C063,F004,Remdesivir,antiviral,18,400.0,7200.0
P7967,2021-10-31,C002,F004,Remdesivir,antiviral,29,400.0,11600.0
P7968,2023-11-17,C112,F003,Ventolin,broncodilatador,29,4.75,137.75
P7969,2024-08-27,C125,F005,Paracetamol,analgésico,52,0.15,7.8
P7970,2021-10-09,C056,F002,Amoxicilina,antibiótico,8,0.3,2.4
P7971,2022-12-18,C088,F002,Amoxicilina,antibiótico,76,0.3,22.8
P7972,2023-11-06,C035,F001,Insulina Lantus,hormona,22,22.0,484.0
P7973,2022-09-25,C140,F006,Augmentine,antibiótico,30,0.45,13.5
P7974,2024-11-30,C175,F007,Metformina,antidiabético,101,0.18,18.18
P7975,2024-07-31,C087,F003,Ventolin,broncodilatador,28,4.75,133.0
P7976,2022-02-02,C045,F007,Metformina,antidiabético,99,0.18,17.82
P7977,2022-02-23,C140,F006,Augmentine,antibiótico,3,0.45,1.35
P7978,2024-02-04,C092,F001,Insulina Lantus,hormona,41,22.0,902.0
P7979,2024-11-28,C013,F007,Metformina,antidiabético,65,0.18,11.7
P7980,2024-06-07,C137,F004,Remdesivir,antiviral,26,400.0,10400.0
P7981,2023-09-23,C141,F006,Augmentine,antibiótico,85,0.45,38.25
P7982,2021-09-12,C051,F001,Insulina Lantus,hormona,33,22.0,726.0
P7983,2024-05-02,C143,F001,Insulina Lantus,hormona,52,22.0,1144.0
P7984,2023-08-21,C179,F007,Metformina,antidiabético,24,0.18,4.32
P7985,2024-09-27,C172,F007,Metformina,antidiabético,24,0.18,4.32
P7986,2022-01-15,C105,F002,Amoxicilina,antibiótico,51,0.3,15.3
P7987,2024-10-29,C142,F007,Metformina,antidiabético,35,0.18,6.3
P7988,2023-09-17,C181,F005,Paracetamol,analgésico,1,0.15,0.15
P7989,2024-11-12,C197,F002,Amoxicilina,antibiótico,41,0.3,12.3
P7990,2022-04-24,C160,F003,Ventolin,broncodilatador,119,4.75,565.25
P7991,2023-07-28,C160,F003,Ventolin,broncodilatador,76,4.75,361.0
P7992,2024-01-13,C090,F001,Insulina Lantus,hormona,1,22.0,22.0
P7993,2021-07-03,C188,F003,Ventolin,broncodilatador,67,4.75,318.25
P7994,2021-08-22,C071,F002,Amoxicilina,antibiótico,62,0.3,18.6
P7995,2023-07-06,C132,F007,Metformina,antidiabético,11,0.18,1.98
P7996,2022-12-02,C124,F005,Paracetamol,analgésico,54,0.15,8.1
P7997,2023-08-25,C149,F006,Augmentine,antibiótico,83,0.45,37.35
P7998,2021-05-21,C088,F006,Augmentine,antibiótico,103,0.45,46.35
P7999,2023-11-15,C191,F001,Insulina Lantus,hormona,88,22.0,1936.0
P8000,2021-11-26,C026,F007,Metformina,antidiabético,78,0.18,14.04
P8001,2024-07-23,C055,F007,Metformina,antidiabético,16,0.18,2.88
P8002,2023-08-03,C054,F006,Augmentine,antibiótico,93,0.45,41.85
P8003,2023-03-14,C146,F003,Ventolin,broncodilatador,138,4.75,655.5
P8004,2022-09-25,C134,F007,Metformina,antidiabético,28,0.18,5.04
P8005,2022-06-27,C068,F004,Remdesivir,antiviral,81,400.0,32400.0
P8006,2022-06-13,C002,F003,Ventolin,broncodilatador,13,4.75,61.75
P8007,2022-08-03,C076,F007,Metformina,antidiabético,99,0.18,17.82
P8008,2022-12-29,C147,F003,Ventolin,broncodilatador,88,4.75,418.0
P8009,2021-07-14,C121,F002,Amoxicilina,antibiótico,86,0.3,25.8
P8010,2022-03-25,C161,F001,Insulina Lantus,hormona,63,22.0,1386.0
P8011,2023-09-18,C156,F002,Amoxicilina,antibiótico,1,0.3,0.3
P8012,2023-02-14,C175,F003,Ventolin,broncodilatador,108,4.75,513.0
P8013,2022-07-25,C105,F006,Augmentine,antibiótico,33,0.45,14.85
P8014,2023-02-17,C151,F006,Augmentine,antibiótico,86,0.45,38.7
P8015,2022-12-11,C094,F001,Insulina Lantus,hormona,83,22.0,1826.0
P8016,2023-04-29,C098,F001,Insulina Lantus,hormona,19,22.0,418.0
P8017,2021-09-06,C196,F004,Remdesivir,antiviral,50,400.0,20000.0
P8018,2023-07-13,C064,F005,Paracetamol,analgésico,55,0.15,8.25
P8019,2021-12-06,C081,F005,Paracetamol,analgésico,60,0.15,9.0
P8020,2021-11-16,C014,F003,Ventolin,broncodilatador,18,4.75,85.5
P8021,2023-04-24,C033,F001,Insulina Lantus,hormona,83,22.0,1826.0
P8022,2023-01-24,C179,F005,Paracetamol,analgésico,31,0.15,4.65
P8023,2022-04-19,C097,F007,Metformina,antidiabético,53,0.18,9.54
P8024,2022-10-15,C036,F005,Paracetamol,analgésico,88,0.15,13.2
P8025,2022-07-25,C052,F001,Insulina Lantus,hormona,45,22.0,990.0
P8026,2023-04-13,C196,F004,Remdesivir,antiviral,48,400.0,19200.0
P8027,2022-11-16,C144,F002,Amoxicilina,antibiótico,73,0.3,21.9
P8028,2023-12-02,C112,F003,Ventolin,broncodilatador,20,4.75,95.0
P8029,2023-01-20,C164,F002,Amoxicilina,antibiótico,95,0.3,28.5
P8030,2023-04-18,C193,F007,Metformina,antidiabético,79,0.18,14.22
P8031,2022-05-26,C096,F005,Paracetamol,analgésico,1,0.15,0.15
P8032,2021-09-16,C013,F003,Ventolin,broncodilatador,39,4.75,185.25
P8033,2024-05-20,C126,F006,Augmentine,antibiótico,63,0.45,28.35
P8034,2023-08-10,C064,F001,Insulina Lantus,hormona,64,22.0,1408.0
P8035,2022-07-30,C155,F006,Augmentine,antibiótico,120,0.45,54.0
P8036,2021-10-31,C134,F007,Metformina,antidiabético,30,0.18,5.4
P8037,2022-09-20,C181,F005,Paracetamol,analgésico,22,0.15,3.3
P8038,2021-06-16,C187,F001,Insulina Lantus,hormona,90,22.0,1980.0
P8039,2024-03-29,C060,F006,Augmentine,antibiótico,85,0.45,38.25
P8040,2024-10-01,C051,F003,Ventolin,broncodilatador,26,4.75,123.5
P8041,2022-07-08,C053,F004,Remdesivir,antiviral,27,400.0,10800.0
P8042,2023-06-02,C003,F001,Insulina Lantus,hormona,70,22.0,1540.0
P8043,2023-07-07,C167,F006,Augmentine,antibiótico,21,0.45,9.45
P8044,2021-07-25,C008,F003,Ventolin,broncodilatador,56,4.75,266.0
P8045,2024-05-06,C055,F006,Augmentine,antibiótico,14,0.45,6.3
P8046,2024-12-12,C144,F003,Ventolin,broncodilatador,82,4.75,389.5
P8047,2022-10-14,C057,F002,Amoxicilina,antibiótico,69,0.3,20.7
P8048,2023-12-04,C185,F007,Metformina,antidiabético,113,0.18,20.34
P8049,2024-07-04,C187,F001,Insulina Lantus,hormona,74,22.0,1628.0
P8050,2023-02-14,C144,F007,Metformina,antidiabético,68,0.18,12.24
P8051,2022-06-13,C148,F003,Ventolin,broncodilatador,1,4.75,4.75
P8052,2022-02-01,C033,F006,Augmentine,antibiótico,87,0.45,39.15
P8053,2022-09-03,C159,F006,Augmentine,antibiótico,65,0.45,29.25
P8054,2021-06-24,C034,F001,Insulina Lantus,hormona,80,22.0,1760.0
P8055,2022-05-19,C015,F003,Ventolin,broncodilatador,61,4.75,289.75
P8056,2024-02-29,C146,F005,Paracetamol,analgésico,148,0.15,22.2
P8057,2024-12-17,C096,F001,Insulina Lantus,hormona,1,22.0,22.0
P8058,2024-07-04,C089,F004,Remdesivir,antiviral,59,400.0,23600.0
P8059,2021-05-27,C135,F004,Remdesivir,antiviral,95,400.0,38000.0
P8060,2021-11-24,C088,F001,Insulina Lantus,hormona,66,22.0,1452.0
P8061,2023-04-07,C131,F003,Ventolin,broncodilatador,24,4.75,114.0
P8062,2021-09-03,C058,F005,Paracetamol,analgésico,87,0.15,13.05
P8063,2022-07-14,C035,F006,Augmentine,antibiótico,38,0.45,17.1
P8064,2021-05-28,C033,F005,Paracetamol,analgésico,98,0.15,14.7
P8065,2024-02-04,C030,F003,Ventolin,broncodilatador,56,4.75,266.0
P8066,2024-11-23,C036,F002,Amoxicilina,antibiótico,96,0.3,28.8
P8067,2024-08-18,C020,F006,Augmentine,antibiótico,98,0.45,44.1
P8068,2021-08-06,C082,F006,Augmentine,antibiótico,26,0.45,11.7
P8069,2023-08-14,C017,F001,Insulina Lantus,hormona,75,22.0,1650.0
P8070,2023-09-10,C052,F001,Insulina Lantus,hormona,16,22.0,352.0
P8071,2021-05-01,C162,F004,Remdesivir,antiviral,24,400.0,9600.0
P8072,2022-07-25,C102,F002,Amoxicilina,antibiótico,31,0.3,9.3
P8073,2024-03-09,C108,F005,Paracetamol,analgésico,45,0.15,6.75
P8074,2024-01-29,C118,F003,Ventolin,broncodilatador,1,4.75,4.75
P8075,2024-10-14,C007,F003,Ventolin,broncodilatador,41,4.75,194.75
P8076,2023-10-29,C129,F004,Remdesivir,antiviral,27,400.0,10800.0
P8077,2021-03-20,C021,F001,Insulina Lantus,hormona,52,22.0,1144.0
P8078,2024-11-07,C105,F007,Metformina,antidiabético,38,0.18,6.84
P8079,2024-03-18,C096,F007,Metformina,antidiabético,1,0.18,0.18
P8080,2023-11-24,C028,F007,Metformina,antidiabético,20,0.18,3.6
P8081,2021-08-24,C099,F006,Augmentine,antibiótico,48,0.45,21.6
P8082,2024-06-09,C116,F001,Insulina Lantus,hormona,8,22.0,176.0
P8083,2024-05-19,C167,F003,Ventolin,broncodilatador,1,4.75,4.75
P8084,2023-03-26,C142,F007,Metformina,antidiabético,30,0.18,5.4
P8085,2022-12-05,C049,F007,Metformina,antidiabético,60,0.18,10.8
P8086,2022-07-15,C045,F002,Amoxicilina,antibiótico,120,0.3,36.0
P8087,2024-05-18,C158,F002,Amoxicilina,antibiótico,67,0.3,20.1
P8088,2024-11-05,C064,F005,Paracetamol,analgésico,72,0.15,10.8
P8089,2022-05-13,C036,F007,Metformina,antidiabético,77,0.18,13.86
P8090,2024-03-12,C199,F007,Metformina,antidiabético,37,0.18,6.66
P8091,2021-10-02,C050,F006,Augmentine,antibiótico,47,0.45,21.15
P8092,2021-10-12,C057,F003,Ventolin,broncodilatador,53,4.75,251.75
P8093,2022-03-09,C136,F003,Ventolin,broncodilatador,26,4.75,123.5
P8094,2021-11-15,C038,F001,Insulina Lantus,hormona,75,22.0,1650.0
P8095,2022-09-27,C184,F004,Remdesivir,antiviral,10,400.0,4000.0
P8096,2022-08-06,C188,F003,Ventolin,broncodilatador,67,4.75,318.25
P8097,2023-03-17,C156,F001,Insulina Lantus,hormona,26,22.0,572.0
P8098,2023-01-07,C053,F001,Insulina Lantus,hormona,8,22.0,176.0
P8099,2024-02-04,C044,F002,Amoxicilina,antibiótico,67,0.3,20.1
P8100,2021-02-04,C095,F003,Ventolin,broncodilatador,60,4.75,285.0
P8101,2022-06-04,C164,F007,Metformina,antidiabético,72,0.18,12.96
P8102,2023-03-25,C037,F005,Paracetamol,analgésico,49,0.15,7.35
P8103,2021-03-19,C087,F003,Ventolin,broncodilatador,56,4.75,266.0
P8104,2021-01-15,C100,F001,Insulina Lantus,hormona,75,22.0,1650.0
P8105,2022-09-30,C001,F007,Metformina,antidiabético,94,0.18,16.92
P8106,2024-09-27,C139,F007,Metformina,antidiabético,101,0.18,18.18
P8107,2023-07-26,C125,F004,Remdesivir,antiviral,61,400.0,24400.0
P8108,2024-02-12,C165,F002,Amoxicilina,antibiótico,57,0.3,17.1
P8109,2022-03-16,C012,F006,Augmentine,antibiótico,77,0.45,34.65
P8110,2023-09-01,C051,F002,Amoxicilina,antibiótico,11,0.3,3.3
P8111,2021-04-27,C043,F002,Amoxicilina,antibiótico,39,0.3,11.7
P8112,2023-05-06,C186,F002,Amoxicilina,antibiótico,84,0.3,25.2
P8113,2021-07-31,C109,F003,Ventolin,broncodilatador,29,4.75,137.75
P8114,2022-10-23,C073,F007,Metformina,antidiabético,85,0.18,15.3
P8115,2022-05-14,C027,F005,Paracetamol,analgésico,59,0.15,8.85
P8116,2022-08-12,C071,F007,Metformina,antidiabético,35,0.18,6.3
P8117,2024-10-18,C073,F006,Augmentine,antibiótico,80,0.45,36.0
P8118,2021-11-24,C073,F003,Ventolin,broncodilatador,79,4.75,375.25
P8119,2023-05-02,C164,F002,Amoxicilina,antibiótico,85,0.3,25.5
P8120,2022-10-21,C054,F003,Ventolin,broncodilatador,67,4.75,318.25
P8121,2023-05-28,C064,F005,Paracetamol,analgésico,70,0.15,10.5
P8122,2021-05-22,C175,F007,Metformina,antidiabético,100,0.18,18.0
P8123,2021-09-19,C105,F006,Augmentine,antibiótico,37,0.45,16.65
P8124,2023-04-10,C025,F002,Amoxicilina,antibiótico,27,0.3,8.1
P8125,2024-05-01,C137,F006,Augmentine,antibiótico,18,0.45,8.1
P8126,2024-09-29,C187,F003,Ventolin,broncodilatador,106,4.75,503.5
P8127,2023-02-18,C158,F007,Metformina,antidiabético,57,0.18,10.26
P8128,2021-02-22,C041,F003,Ventolin,broncodilatador,1,4.75,4.75
P8129,2024-10-13,C059,F007,Metformina,antidiabético,87,0.18,15.66
P8130,2024-11-19,C165,F001,Insulina Lantus,hormona,77,22.0,1694.0
P8131,2022-05-31,C036,F006,Augmentine,antibiótico,89,0.45,40.05
P8132,2024-02-04,C169,F007,Metformina,antidiabético,21,0.18,3.78
P8133,2022-12-16,C147,F002,Amoxicilina,antibiótico,69,0.3,20.7
P8134,2021-01-16,C063,F007,Metformina,antidiabético,12,0.18,2.16
P8135,2021-02-24,C147,F004,Remdesivir,antiviral,124,400.0,49600.0
P8136,2021-02-16,C130,F001,Insulina Lantus,hormona,42,22.0,924.0
P8137,2021-12-07,C056,F004,Remdesivir,antiviral,16,400.0,6400.0
P8138,2021-05-20,C199,F005,Paracetamol,analgésico,54,0.15,8.1
P8139,2024-01-24,C060,F007,Metformina,antidiabético,65,0.18,11.7
P8140,2024-04-19,C171,F001,Insulina Lantus,hormona,17,22.0,374.0
P8141,2021-05-09,C016,F001,Insulina Lantus,hormona,35,22.0,770.0
P8142,2023-07-04,C131,F005,Paracetamol,analgésico,8,0.15,1.2
P8143,2021-08-21,C095,F005,Paracetamol,analgésico,54,0.15,8.1
P8144,2021-05-17,C028,F007,Metformina,antidiabético,8,0.18,1.44
P8145,2023-07-13,C191,F005,Paracetamol,analgésico,105,0.15,15.75
P8146,2022-08-21,C044,F006,Augmentine,antibiótico,62,0.45,27.9
P8147,2021-09-13,C114,F003,Ventolin,broncodilatador,57,4.75,270.75
P8148,2022-11-14,C173,F005,Paracetamol,analgésico,9,0.15,1.35
P8149,2023-01-04,C198,F004,Remdesivir,antiviral,104,400.0,41600.0
P8150,2021-09-21,C160,F002,Amoxicilina,antibiótico,80,0.3,24.0
P8151,2024-04-13,C182,F004,Remdesivir,antiviral,36,400.0,14400.0
P8152,2024-08-20,C084,F001,Insulina Lantus,hormona,34,22.0,748.0
P8153,2023-05-29,C165,F004,Remdesivir,antiviral,72,400.0,28800.0
P8154,2022-06-08,C090,F006,Augmentine,antibiótico,8,0.45,3.6
P8155,2022-10-18,C001,F004,Remdesivir,antiviral,93,400.0,37200.0
P8156,2023-09-29,C089,F002,Amoxicilina,antibiótico,70,0.3,21.0
P8157,2024-06-16,C090,F006,Augmentine,antibiótico,24,0.45,10.8
P8158,2021-02-03,C004,F003,Ventolin,broncodilatador,15,4.75,71.25
P8159,2021-11-11,C036,F002,Amoxicilina,antibiótico,90,0.3,27.0
P8160,2022-07-26,C095,F007,Metformina,antidiabético,50,0.18,9.0
P8161,2022-12-13,C071,F006,Augmentine,antibiótico,25,0.45,11.25
P8162,2023-02-19,C005,F006,Augmentine,antibiótico,84,0.45,37.8
P8163,2024-05-15,C179,F007,Metformina,antidiabético,1,0.18,0.18
P8164,2022-04-30,C143,F005,Paracetamol,analgésico,52,0.15,7.8
P8165,2024-06-21,C082,F004,Remdesivir,antiviral,7,400.0,2800.0
P8166,2021-12-27,C197,F001,Insulina Lantus,hormona,57,22.0,1254.0
P8167,2021-06-27,C125,F004,Remdesivir,antiviral,47,400.0,18800.0
P8168,2023-12-22,C029,F001,Insulina Lantus,hormona,79,22.0,1738.0
P8169,2022-08-18,C137,F002,Amoxicilina,antibiótico,35,0.3,10.5
P8170,2022-11-01,C115,F003,Ventolin,broncodilatador,32,4.75,152.0
P8171,2024-07-19,C127,F001,Insulina Lantus,hormona,95,22.0,2090.0
P8172,2021-04-26,C182,F002,Amoxicilina,antibiótico,37,0.3,11.1
P8173,2021-01-19,C125,F002,Amoxicilina,antibiótico,82,0.3,24.6
P8174,2021-03-07,C151,F005,Paracetamol,analgésico,124,0.15,18.6
P8175,2023-02-22,C053,F004,Remdesivir,antiviral,37,400.0,14800.0
P8176,2023-09-22,C127,F006,Augmentine,antibiótico,85,0.45,38.25
P8177,2023-02-11,C154,F006,Augmentine,antibiótico,55,0.45,24.75
P8178,2022-10-22,C190,F006,Augmentine,antibiótico,1,0.45,0.45
P8179,2024-01-31,C141,F004,Remdesivir,antiviral,115,400.0,46000.0
P8180,2023-12-13,C194,F002,Amoxicilina,antibiótico,54,0.3,16.2
P8181,2024-07-01,C101,F004,Remdesivir,antiviral,55,400.0,22000.0
P8182,2022-11-28,C119,F003,Ventolin,broncodilatador,90,4.75,427.5
P8183,2024-11-20,C037,F004,Remdesivir,antiviral,60,400.0,24000.0
P8184,2022-11-20,C042,F002,Amoxicilina,antibiótico,82,0.3,24.6
P8185,2023-11-09,C080,F003,Ventolin,broncodilatador,64,4.75,304.0
P8186,2022-07-08,C116,F005,Paracetamol,analgésico,18,0.15,2.7
P8187,2024-06-08,C113,F004,Remdesivir,antiviral,85,400.0,34000.0
P8188,2021-08-10,C049,F006,Augmentine,antibiótico,48,0.45,21.6
P8189,2023-10-24,C143,F005,Paracetamol,analgésico,67,0.15,10.05
P8190,2024-08-22,C150,F006,Augmentine,antibiótico,88,0.45,39.6
P8191,2022-02-07,C186,F004,Remdesivir,antiviral,129,400.0,51600.0
P8192,2023-09-06,C060,F002,Amoxicilina,antibiótico,64,0.3,19.2
P8193,2021-07-13,C063,F004,Remdesivir,antiviral,1,400.0,400.0
P8194,2024-03-18,C130,F006,Augmentine,antibiótico,46,0.45,20.7
P8195,2022-07-10,C059,F006,Augmentine,antibiótico,109,0.45,49.05
P8196,2022-02-23,C022,F007,Metformina,antidiabético,93,0.18,16.74
P8197,2024-01-24,C083,F007,Metformina,antidiabético,65,0.18,11.7
P8198,2023-11-06,C191,F005,Paracetamol,analgésico,87,0.15,13.05
P8199,2024-06-10,C056,F007,Metformina,antidiabético,11,0.18,1.98
P8200,2021-10-13,C103,F005,Paracetamol,analgésico,94,0.15,14.1
P8201,2022-06-13,C037,F003,Ventolin,broncodilatador,36,4.75,171.0
P8202,2024-04-16,C160,F006,Augmentine,antibiótico,71,0.45,31.95
P8203,2024-02-29,C154,F002,Amoxicilina,antibiótico,59,0.3,17.7
P8204,2023-08-20,C022,F006,Augmentine,antibiótico,113,0.45,50.85
P8205,2024-08-03,C054,F001,Insulina Lantus,hormona,93,22.0,2046.0
P8206,2021-12-31,C154,F005,Paracetamol,analgésico,100,0.15,15.0
P8207,2023-09-02,C120,F002,Amoxicilina,antibiótico,44,0.3,13.2
P8208,2021-02-22,C073,F007,Metformina,antidiabético,80,0.18,14.4
P8209,2021-10-25,C140,F004,Remdesivir,antiviral,10,400.0,4000.0
P8210,2021-02-26,C142,F003,Ventolin,broncodilatador,21,4.75,99.75
P8211,2024-10-13,C135,F007,Metformina,antidiabético,86,0.18,15.48
P8212,2022-12-20,C058,F004,Remdesivir,antiviral,124,400.0,49600.0
P8213,2021-05-03,C046,F002,Amoxicilina,antibiótico,4,0.3,1.2
P8214,2021-08-20,C170,F001,Insulina Lantus,hormona,9,22.0,198.0
P8215,2024-07-12,C200,F003,Ventolin,broncodilatador,4,4.75,19.0
P8216,2021-09-17,C057,F001,Insulina Lantus,hormona,43,22.0,946.0
P8217,2021-05-18,C034,F003,Ventolin,broncodilatador,129,4.75,612.75
P8218,2023-12-27,C189,F002,Amoxicilina,antibiótico,76,0.3,22.8
P8219,2024-10-12,C156,F004,Remdesivir,antiviral,23,400.0,9200.0
P8220,2023-01-07,C058,F002,Amoxicilina,antibiótico,85,0.3,25.5
P8221,2021-07-17,C132,F005,Paracetamol,analgésico,22,0.15,3.3
P8222,2021-02-17,C059,F007,Metformina,antidiabético,75,0.18,13.5
P8223,2023-11-17,C179,F002,Amoxicilina,antibiótico,2,0.3,0.6
P8224,2022-03-17,C030,F004,Remdesivir,antiviral,47,400.0,18800.0
P8225,2024-10-16,C037,F007,Metformina,antidiabético,22,0.18,3.96
P8226,2024-10-13,C109,F006,Augmentine,antibiótico,41,0.45,18.45
P8227,2021-04-17,C115,F001,Insulina Lantus,hormona,48,22.0,1056.0
P8228,2023-07-26,C084,F004,Remdesivir,antiviral,30,400.0,12000.0
P8229,2022-01-05,C138,F007,Metformina,antidiabético,53,0.18,9.54
P8230,2023-02-03,C151,F002,Amoxicilina,antibiótico,72,0.3,21.6
P8231,2024-03-05,C127,F002,Amoxicilina,antibiótico,83,0.3,24.9
P8232,2024-07-03,C155,F004,Remdesivir,antiviral,90,400.0,36000.0
P8233,2023-11-14,C052,F005,Paracetamol,analgésico,28,0.15,4.2
P8234,2024-10-24,C181,F005,Paracetamol,analgésico,2,0.15,0.3
P8235,2021-06-29,C029,F002,Amoxicilina,antibiótico,111,0.3,33.3
P8236,2024-08-14,C108,F003,Ventolin,broncodilatador,36,4.75,171.0
P8237,2022-05-28,C059,F005,Paracetamol,analgésico,93,0.15,13.95
P8238,2023-11-10,C190,F005,Paracetamol,analgésico,13,0.15,1.95
P8239,2024-09-05,C024,F002,Amoxicilina,antibiótico,36,0.3,10.8
P8240,2023-05-01,C117,F007,Metformina,antidiabético,47,0.18,8.46
P8241,2024-09-21,C179,F001,Insulina Lantus,hormona,10,22.0,220.0
P8242,2023-04-01,C120,F004,Remdesivir,antiviral,44,400.0,17600.0
P8243,2024-05-08,C011,F001,Insulina Lantus,hormona,90,22.0,1980.0
P8244,2024-04-09,C174,F006,Augmentine,antibiótico,45,0.45,20.25
P8245,2024-08-04,C117,F005,Paracetamol,analgésico,67,0.15,10.05
P8246,2021-12-11,C195,F004,Remdesivir,antiviral,73,400.0,29200.0
P8247,2023-06-21,C141,F004,Remdesivir,antiviral,83,400.0,33200.0
P8248,2024-07-08,C134,F004,Remdesivir,antiviral,24,400.0,9600.0
P8249,2022-11-04,C063,F006,Augmentine,antibiótico,7,0.45,3.15
P8250,2022-09-21,C007,F005,Paracetamol,analgésico,34,0.15,5.1
P8251,2023-08-29,C089,F001,Insulina Lantus,hormona,78,22.0,1716.0
P8252,2023-05-09,C098,F001,Insulina Lantus,hormona,44,22.0,968.0
P8253,2024-09-27,C067,F003,Ventolin,broncodilatador,78,4.75,370.5
P8254,2023-07-24,C198,F001,Insulina Lantus,hormona,72,22.0,1584.0
P8255,2021-01-09,C071,F005,Paracetamol,analgésico,61,0.15,9.15
P8256,2024-02-17,C141,F007,Metformina,antidiabético,86,0.18,15.48
P8257,2024-06-19,C099,F002,Amoxicilina,antibiótico,77,0.3,23.1
P8258,2024-04-08,C120,F002,Amoxicilina,antibiótico,58,0.3,17.4
P8259,2022-07-17,C172,F003,Ventolin,broncodilatador,8,4.75,38.0
P8260,2021-02-17,C153,F004,Remdesivir,antiviral,75,400.0,30000.0
P8261,2022-09-27,C060,F004,Remdesivir,antiviral,43,400.0,17200.0
P8262,2023-03-29,C102,F007,Metformina,antidiabético,10,0.18,1.8
P8263,2024-11-27,C194,F001,Insulina Lantus,hormona,38,22.0,836.0
P8264,2021-02-08,C037,F007,Metformina,antidiabético,51,0.18,9.18
P8265,2024-11-19,C037,F006,Augmentine,antibiótico,30,0.45,13.5
P8266,2023-10-27,C199,F007,Metformina,antidiabético,54,0.18,9.72
P8267,2024-08-27,C087,F001,Insulina Lantus,hormona,15,22.0,330.0
P8268,2023-02-28,C078,F003,Ventolin,broncodilatador,54,4.75,256.5
P8269,2021-09-19,C016,F005,Paracetamol,analgésico,7,0.15,1.05
P8270,2021-12-18,C162,F007,Metformina,antidiabético,2,0.18,0.36
P8271,2024-06-22,C028,F005,Paracetamol,analgésico,1,0.15,0.15
P8272,2021-07-26,C093,F003,Ventolin,broncodilatador,38,4.75,180.5
P8273,2022-06-24,C023,F004,Remdesivir,antiviral,49,400.0,19600.0
P8274,2023-08-09,C033,F006,Augmentine,antibiótico,130,0.45,58.5
P8275,2023-12-01,C117,F004,Remdesivir,antiviral,82,400.0,32800.0
P8276,2023-03-02,C092,F004,Remdesivir,antiviral,15,400.0,6000.0
P8277,2024-05-20,C124,F005,Paracetamol,analgésico,31,0.15,4.65
P8278,2022-11-14,C126,F004,Remdesivir,antiviral,87,400.0,34800.0
P8279,2022-04-02,C028,F006,Augmentine,antibiótico,21,0.45,9.45
P8280,2022-06-26,C100,F006,Augmentine,antibiótico,74,0.45,33.3
P8281,2022-11-03,C180,F007,Metformina,antidiabético,57,0.18,10.26
P8282,2024-12-24,C153,F002,Amoxicilina,antibiótico,53,0.3,15.9
P8283,2021-03-09,C088,F006,Augmentine,antibiótico,93,0.45,41.85
P8284,2022-09-10,C158,F004,Remdesivir,antiviral,66,400.0,26400.0
P8285,2024-09-09,C054,F004,Remdesivir,antiviral,76,400.0,30400.0
P8286,2021-08-17,C194,F007,Metformina,antidiabético,38,0.18,6.84
P8287,2024-09-08,C144,F002,Amoxicilina,antibiótico,82,0.3,24.6
P8288,2024-09-19,C109,F002,Amoxicilina,antibiótico,8,0.3,2.4
P8289,2024-03-12,C013,F003,Ventolin,broncodilatador,63,4.75,299.25
P8290,2021-04-03,C012,F002,Amoxicilina,antibiótico,78,0.3,23.4
P8291,2021-03-26,C027,F005,Paracetamol,analgésico,115,0.15,17.25
P8292,2022-01-07,C096,F005,Paracetamol,analgésico,9,0.15,1.35
P8293,2024-06-28,C107,F007,Metformina,antidiabético,107,0.18,19.26
P8294,2021-12-02,C200,F004,Remdesivir,antiviral,28,400.0,11200.0
P8295,2023-03-25,C084,F005,Paracetamol,analgésico,52,0.15,7.8
P8296,2024-03-24,C019,F001,Insulina Lantus,hormona,47,22.0,1034.0
P8297,2022-02-24,C079,F006,Augmentine,antibiótico,105,0.45,47.25
P8298,2021-10-13,C139,F005,Paracetamol,analgésico,93,0.15,13.95
P8299,2021-01-07,C041,F007,Metformina,antidiabético,7,0.18,1.26
